
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
Set09,27,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set09,28,What is the primary purpose of an Azure region pair?,To enable multi‑factor authentication,To provide cross‑region replication and disaster recovery,To organize multiple subscriptions,To segment a virtual network,B,"Region pairs enable replication across paired regions, supporting disaster recovery and data residency.",Describe Azure architecture and services,"Describe Azure regions, region pairs, and sovereign regions",medium
Set09,29,Which management entity sits above subscriptions to help you organize and apply policy across multiple Azure subscriptions?,Resource group,Management group,Availability set,Region pair,B,Management groups enable you to organize subscriptions and apply governance at scale.,Describe Azure management and governance,Describe management groups and hierarchy,medium
Set09,30,Which factor has the greatest impact on the cost of a virtual machine in Azure?,The geographic region where it is deployed,The resource group name,The management group hierarchy,The number of tags applied,A,VM pricing varies by region; other factors such as resource groups and tags do not directly affect VM cost.,Describe Azure management and governance,Describe factors that can affect costs in Azure,medium
Set09,31,Which Azure concept groups resources together for unified management and life‑cycle control?,Management group,Subscription,Resource group,Availability zone,C,"Resource groups organize resources for deployment, monitoring, and lifecycle management.",Describe Azure architecture and services,Describe Azure resources and resource groups,easy
Set09,32,You plan to host a website using .NET in Azure with built‑in scaling and a managed runtime. Which option is best?,Azure Virtual Machines,Azure App Service,Azure Container Registry,Azure Kubernetes Service,B,App Service is a PaaS offering for hosting web apps with automatic scaling and managed infrastructure.,Describe Azure architecture and services,Describe application hosting options,easy
Set09,33,Which term describes the ability of cloud services to maintain operation despite failures and automatically recover?,Scalability,Elasticity,High availability,Agility,C,High availability refers to systems that remain operational and recover quickly in the event of failures.,Describe cloud concepts,Describe the benefits of high availability,easy
Set09,34,Zero Trust is a security model that assumes:,Everything inside a network is trusted,Perimeter defenses are sufficient,No implicit trust and verification is required for every request,Security only matters for on‑premises networks,C,"Zero Trust treats every access request as untrusted until verified, regardless of network location.",Describe Azure architecture and services,Describe the concept of Zero Trust,medium
Set09,35,Azure Resource Manager (ARM) is responsible for:,Replicating data across regions,Coordinating deployment and management of resources in Azure,Providing user authentication for SaaS apps,Monitoring application performance,B,"ARM is the deployment and management service that organizes resources into resource groups, manages dependencies, and supports IaC.",Describe Azure management and governance,Describe Azure Resource Manager,medium
Set09,36,A startup wants to experiment with an idea but avoid significant upfront costs. Which cloud pricing approach should they choose?,Commit to reserved instances for three years,Choose a consumption‑based model with pay‑as‑you‑go,Invest in on‑premises hardware to save money long term,Purchase support from Microsoft Premier,B,"Pay‑as‑you‑go allows the startup to pay only for actual usage, avoiding large upfront commitments.",Describe cloud concepts,Describe consumption‑based pricing,easy
Set09,37,What is Azure Advisor designed to do?,Provide resource compliance enforcement,Offer personalized best practice recommendations to optimize resources,Monitor application performance,Manage data classification,B,"Azure Advisor analyzes your resources and recommends cost, security, reliability, and performance optimizations.",Describe Azure management and governance,Describe the purpose of Azure Advisor,easy
Set09,38,You need to deploy identical VMs across multiple datacenters for resiliency. Which option meets this requirement?,Availability set,Availability zone,Virtual machine scale set,Resource group,B,Availability zones are physically separate datacenters within a region providing redundancy in case of datacenter failure.,Describe Azure architecture and services,Describe availability zones,medium
Set09,39,Resource locks are used to:,Assign user permissions,Prevent accidental deletion or modification of critical resources,Encrypt storage accounts,Set budget alerts,B,Locks safeguard important resources by preventing changes or deletion.,Describe Azure management and governance,Describe the purpose of resource locks,easy
Set09,40,"To detect risky sign‑ins and enforce password resets based on user risk, which service should you use?",Azure Monitor,Azure AD Identity Protection,Azure Purview,Azure Bastion,B,Azure AD Identity Protection (part of Microsoft Entra) identifies suspicious sign‑ins and can require users to change credentials.,Describe Azure management and governance,Describe monitoring tools in Azure and identity protection,medium
Set09,41,Which service connects on‑premises networks to Azure over the public internet using a secure tunnel?,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,Azure Bastion,B,VPN Gateway provides site‑to‑site and point‑to‑site VPN connections over the internet.,Describe Azure architecture and services,Describe virtual networking,medium
Set09,42,The Azure Pricing Calculator is primarily used to:,Compare your actual Azure costs to industry averages,Estimate the cost of Azure services before deployment,Review invoices and usage after deployment,Purchase reserved instances,B,The pricing calculator helps you estimate costs based on service configurations before deploying resources.,Describe Azure management and governance,Compare the pricing calculator and TCO calculator,easy
Set09,43,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set09,44,Your company is migrating on‑premises servers to Azure. Which spending model does this shift typically result in?,Moving from operational expenditure (OpEx) to capital expenditure (CapEx),Moving from capital expenditure (CapEx) to operational expenditure (OpEx),Switching from variable to fixed costs,Paying a one‑time sunk cost up front,B,"Cloud computing uses a pay‑as‑you‑go, consumption‑based pricing model, so organizations shift from CapEx to OpEx.",Describe cloud concepts,Compare cloud pricing models,easy
Set09,45,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set09,46,Azure Arc is primarily used to:,Extend Azure management to on‑premises and multi‑cloud resources,Encrypt virtual machine disks,Provide domain services,Set conditional access policies,A,"Azure Arc enables consistent management and governance across on‑premises, multi‑cloud, and edge resources.",Describe Azure management and governance,Describe the purpose of Azure Arc,medium
Set09,47,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set09,48,Which Azure storage service is best suited for storing unstructured data such as images and videos?,Azure Files,Azure Disks,Azure Blobs,Azure Tables,C,Blob storage is designed to store large amounts of unstructured object data.,Describe Azure architecture and services,Compare Azure Storage services,easy
Set09,49,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set09,50,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set10,1,A bank wants to ensure that sign‑ins from unfamiliar IP addresses trigger a password change request. Which Azure service can enforce this?,Azure Monitor,Azure AD Identity Protection,Azure Policy,Azure Advisor,B,Azure AD Identity Protection can detect risky sign‑ins and prompt users to reset their credentials.,Describe Azure management and governance,Describe monitoring tools in Azure and identity protection,medium
Set10,2,"Which Azure service helps you discover, classify, and govern sensitive data across your environment?",Azure Monitor,Microsoft Purview,Azure Site Recovery,Azure Information Protection,B,Microsoft Purview provides data cataloging and governance capabilities to manage sensitive data.,Describe Azure management and governance,Describe the purpose of Microsoft Purview,medium
Set10,3,Conditional Access policies in Microsoft Entra ID are primarily used to:,Encrypt data at rest,Define multi‑factor authentication methods,"Control access based on conditions such as user, device, and location",Provide single sign‑on across SaaS apps,C,"Conditional Access evaluates signals like user risk, location, and device state to enforce access policies.",Describe Azure architecture and services,Describe Microsoft Entra Conditional Access,medium
Set10,4,"You need to collect metrics, logs, and telemetry from applications and resources in Azure. Which tool should you use?",Azure Monitor,Azure Policy,Azure Arc,Azure Budgets,A,"Azure Monitor provides full‑stack monitoring with metrics, logs, and alerts for applications and infrastructure.",Describe Azure management and governance,Describe Azure Monitor and related services,medium
Set10,5,Your team wants to run event‑driven code without managing any servers and only pay when code runs. Which option is best?,Azure Virtual Machines,Azure Kubernetes Service,Azure Functions,Azure SQL Managed Instance,C,Azure Functions is a serverless service where you pay per execution and don’t manage underlying servers.,Describe cloud concepts,Describe serverless computing,easy
Set10,6,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set10,7,Zero Trust is a security model that assumes:,Everything inside a network is trusted,Perimeter defenses are sufficient,No implicit trust and verification is required for every request,Security only matters for on‑premises networks,C,"Zero Trust treats every access request as untrusted until verified, regardless of network location.",Describe Azure architecture and services,Describe the concept of Zero Trust,medium
Set10,8,Which Azure concept groups resources together for unified management and life‑cycle control?,Management group,Subscription,Resource group,Availability zone,C,"Resource groups organize resources for deployment, monitoring, and lifecycle management.",Describe Azure architecture and services,Describe Azure resources and resource groups,easy
Set10,9,Your company is migrating on‑premises servers to Azure. Which spending model does this shift typically result in?,Moving from operational expenditure (OpEx) to capital expenditure (CapEx),Moving from capital expenditure (CapEx) to operational expenditure (OpEx),Switching from variable to fixed costs,Paying a one‑time sunk cost up front,B,"Cloud computing uses a pay‑as‑you‑go, consumption‑based pricing model, so organizations shift from CapEx to OpEx.",Describe cloud concepts,Compare cloud pricing models,easy
Set10,10,Which declarative language is used to define Azure resources and supports infrastructure as code?,Azure Policy definition,Azure Resource Manager (ARM) templates,Azure PowerShell,Azure Portal,B,"ARM templates define infrastructure as code, enabling automation and repeatable deployments.",Describe Azure management and governance,Describe infrastructure as code and ARM templates,medium
Set10,11,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set10,12,What Azure service category includes fully managed software like Microsoft 365 that users access via a web browser?,Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Serverless computing,C,SaaS delivers fully managed applications over the internet; users simply consume the application without managing infrastructure.,Describe cloud concepts,Describe software as a service (SaaS),easy
Set10,13,A global e‑commerce site needs to handle unpredictable spikes in traffic. Which cloud benefit allows Azure resources to automatically add or remove capacity?,Elasticity,Predictability,Security,Compliance,A,"Elasticity is the ability to automatically scale out or in based on demand, handling unpredictable workloads efficiently.",Describe cloud concepts,Describe the benefits of scalability and elasticity,easy
Set10,14,The Azure Pricing Calculator is primarily used to:,Compare your actual Azure costs to industry averages,Estimate the cost of Azure services before deployment,Review invoices and usage after deployment,Purchase reserved instances,B,The pricing calculator helps you estimate costs based on service configurations before deploying resources.,Describe Azure management and governance,Compare the pricing calculator and TCO calculator,easy
Set10,15,Which service connects on‑premises networks to Azure over the public internet using a secure tunnel?,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,Azure Bastion,B,VPN Gateway provides site‑to‑site and point‑to‑site VPN connections over the internet.,Describe Azure architecture and services,Describe virtual networking,medium
Set10,16,What is the primary benefit of infrastructure as code (IaC)?,Resources are automatically compliant without auditing,Deployments become manual and error‑prone,Infrastructure definitions are repeatable and version controlled,It eliminates the need for DevOps practices,C,"IaC enables consistent, repeatable deployments and allows infrastructure definitions to be stored in version control.",Describe Azure management and governance,Describe infrastructure as code (IaC),medium
Set10,17,Which management entity sits above subscriptions to help you organize and apply policy across multiple Azure subscriptions?,Resource group,Management group,Availability set,Region pair,B,Management groups enable you to organize subscriptions and apply governance at scale.,Describe Azure management and governance,Describe management groups and hierarchy,medium
Set10,18,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set10,19,Which use case is most appropriate for SaaS rather than PaaS or IaaS?,Developing a custom web application,Deploying a lift‑and‑shift VM,Using a hosted email platform like Exchange Online,Running a containerized microservice,C,Hosted email is a complete software solution delivered as SaaS; users need not manage infrastructure or platform.,Describe cloud concepts,Identify use cases for SaaS,easy
Set10,20,A company wants to allow external partner organizations to access certain applications. Which capability should they use?,Business‑to‑business (B2B) collaboration,Single sign‑on,Business‑to‑consumer (B2C) identity,Virtual network peering,A,B2B collaboration enables external partners to use their identities to access resources securely.,Describe Azure architecture and services,Describe external identities,medium
Set10,21,Which cloud service type offers the most control over the underlying operating system and hardware?,Software as a Service,Platform as a Service,Infrastructure as a Service,Function as a Service,C,"IaaS lets you control VMs, OS, and applications while Azure manages networking and virtualization.",Describe cloud concepts,Describe infrastructure as a service (IaaS),medium
Set10,22,Which term describes the ability of cloud services to maintain operation despite failures and automatically recover?,Scalability,Elasticity,High availability,Agility,C,High availability refers to systems that remain operational and recover quickly in the event of failures.,Describe cloud concepts,Describe the benefits of high availability,easy
Set10,23,Which benefit of cloud computing refers to improved ability to centrally enforce policies and manage resources across an organization?,Security and governance,Elasticity,High availability,Scalability,A,"Cloud providers offer governance tools and centralized management, improving security and compliance.",Describe cloud concepts,Describe the benefits of security and governance in the cloud,medium
Set10,24,"For deep application performance insights such as request rates and response times, you should use:",Azure Log Analytics,Azure Advisor,Application Insights,Azure Policy,C,"Application Insights, part of Azure Monitor, helps developers monitor live applications and diagnose issues.",Describe Azure management and governance,Describe Azure Monitor and Application Insights,medium
Set10,25,What does Azure Virtual Network (VNet) primarily provide?,"Secure, isolated networking environment for Azure resources",A place to store unstructured data,A managed SQL database,A platform for event‑driven code,A,A VNet is a logical isolation of the Azure network dedicated to your subscription.,Describe Azure architecture and services,Describe virtual networking,easy
Set10,26,Which statement best describes a consumption‑based pricing model in Azure?,You pay a fixed monthly fee regardless of usage,You pay only for the resources you use,You pay in advance for estimated resource needs,You purchase hardware and depreciation costs,B,"Consumption‑based pricing charges you only for the actual services consumed, minimizing waste.",Describe cloud concepts,Describe the consumption‑based model,easy
Set10,27,"You require a private, dedicated connection to Azure for consistent network performance. Which option should you choose?",Azure Virtual Network Peering,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,D,"ExpressRoute provides a private, dedicated connection bypassing the public internet.",Describe Azure architecture and services,Describe virtual networking,medium
Set10,28,"To detect risky sign‑ins and enforce password resets based on user risk, which service should you use?",Azure Monitor,Azure AD Identity Protection,Azure Purview,Azure Bastion,B,Azure AD Identity Protection (part of Microsoft Entra) identifies suspicious sign‑ins and can require users to change credentials.,Describe Azure management and governance,Describe monitoring tools in Azure and identity protection,medium
Set10,29,Which Azure compute service automatically scales identical instances in response to demand?,Virtual machine scale set,Azure Virtual Desktop,Azure App Service,Azure Functions,A,VM scale sets simplify scaling and management of multiple identical VMs.,Describe Azure architecture and services,Describe Azure compute services,medium
Set10,30,Azure Resource Manager (ARM) is responsible for:,Replicating data across regions,Coordinating deployment and management of resources in Azure,Providing user authentication for SaaS apps,Monitoring application performance,B,"ARM is the deployment and management service that organizes resources into resource groups, manages dependencies, and supports IaC.",Describe Azure management and governance,Describe Azure Resource Manager,medium
Set10,31,Resource locks are used to:,Assign user permissions,Prevent accidental deletion or modification of critical resources,Encrypt storage accounts,Set budget alerts,B,Locks safeguard important resources by preventing changes or deletion.,Describe Azure management and governance,Describe the purpose of resource locks,easy
Set10,32,Which cloud deployment model is ideal for companies that must keep sensitive workloads on‑premises but want to burst into Azure for extra capacity?,Public cloud,Private cloud,Hybrid cloud,Community cloud,C,"A hybrid cloud combines on‑premises and public cloud resources, enabling workloads to extend into Azure when needed.",Describe cloud concepts,Define cloud models and identify appropriate use cases,medium
Set10,33,You need to deploy identical VMs across multiple datacenters for resiliency. Which option meets this requirement?,Availability set,Availability zone,Virtual machine scale set,Resource group,B,Availability zones are physically separate datacenters within a region providing redundancy in case of datacenter failure.,Describe Azure architecture and services,Describe availability zones,medium
Set10,34,"Which directory service provides managed domain services (such as domain join, group policy, LDAP) without deploying domain controllers?",Microsoft Entra ID,Microsoft Entra Domain Services,Azure AD B2C,Azure AD B2B,B,Microsoft Entra Domain Services offers domain join and related capabilities without domain controllers.,Describe Azure architecture and services,Describe directory services in Azure,medium
Set10,35,"In Azure Storage, which redundancy option replicates your data across three primary region datacenters and also to a secondary region?",Locally redundant storage (LRS),Zone‑redundant storage (ZRS),Geo‑redundant storage (GRS),Read‑access geo‑redundant storage (RA‑GRS),C,GRS replicates data synchronously three times within the primary region and asynchronously to a secondary region.,Describe Azure architecture and services,Describe redundancy options,medium
Set10,36,An organization needs to deploy a custom application without worrying about managing servers or middleware. Which cloud model is most appropriate?,IaaS,PaaS,SaaS,Hybrid cloud,B,PaaS provides an application platform and managed runtime environment so you can focus on app development.,Describe cloud concepts,Describe platform as a service (PaaS),medium
Set10,37,"In the shared responsibility model for Azure, what is Microsoft primarily responsible for?",Securing guest operating systems and applications,Protecting physical datacenters and host infrastructure,Managing data classification and governance,Configuring network security groups (NSGs),B,"Microsoft handles security of the cloud such as physical hosts, networking, and hypervisors, while customers secure their data and applications.",Describe cloud concepts,Describe the shared responsibility model,medium
Set10,38,Which cloud model allows you to migrate existing VMs to Azure while still controlling the OS and software?,SaaS,PaaS,IaaS,Serverless,C,"Infrastructure as a Service is designed for lift‑and‑shift migrations, giving you full control over the VM.",Describe cloud concepts,Identify use cases for IaaS,medium
Set10,39,What is Azure Advisor designed to do?,Provide resource compliance enforcement,Offer personalized best practice recommendations to optimize resources,Monitor application performance,Manage data classification,B,"Azure Advisor analyzes your resources and recommends cost, security, reliability, and performance optimizations.",Describe Azure management and governance,Describe the purpose of Azure Advisor,easy
Set10,40,Which Azure security feature provides recommendations and alerts to help you protect workloads from threats?,Azure Policy,Azure Defender for Cloud,Resource locks,Azure Monitor,B,Microsoft Defender for Cloud (formerly Azure Security Center) continuously assesses your resources and alerts you to threats.,Describe Azure architecture and services,Describe the purpose of Microsoft Defender for Cloud,medium
Set10,41,Which factor has the greatest impact on the cost of a virtual machine in Azure?,The geographic region where it is deployed,The resource group name,The management group hierarchy,The number of tags applied,A,VM pricing varies by region; other factors such as resource groups and tags do not directly affect VM cost.,Describe Azure management and governance,Describe factors that can affect costs in Azure,medium
Set10,42,Azure Arc is primarily used to:,Extend Azure management to on‑premises and multi‑cloud resources,Encrypt virtual machine disks,Provide domain services,Set conditional access policies,A,"Azure Arc enables consistent management and governance across on‑premises, multi‑cloud, and edge resources.",Describe Azure management and governance,Describe the purpose of Azure Arc,medium
Set10,43,You are planning to assess the potential cost savings of migrating to Azure compared to running workloads on‑premises. Which tool should you use?,Pricing Calculator,Total Cost of Ownership (TCO) Calculator,Azure Budgets,Azure Advisor,B,The TCO Calculator compares the cost of running workloads on Azure versus in a traditional datacenter.,Describe Azure management and governance,Compare the pricing calculator and TCO calculator,easy
Set10,44,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set10,45,Why should you apply tags to your Azure resources?,To control user permissions,To influence performance,To categorize and manage costs or resources,To increase storage quota,C,"Tags allow you to organize resources for cost management, reporting, and governance.",Describe Azure management and governance,Describe the purpose of tags,easy
Set10,46,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set10,47,What is the main purpose of Azure Policy?,To manage user identities,To enforce resource compliance with organizational standards,To provide recommendations on security posture,To analyze application performance,B,Azure Policy evaluates resources and enforces compliance with defined rules and standards.,Describe Azure management and governance,Describe the purpose of Azure Policy,medium
Set10,48,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set10,49,Which Azure feature allows you to set thresholds and be notified when your spending approaches or exceeds a specified amount?,Azure Advisor,Azure Budgets,Azure Policy,Azure Monitor,B,Budgets in Azure Cost Management alert you when spending reaches defined thresholds.,Describe Azure management and governance,Describe cost management capabilities,easy
Set10,50,What is the primary purpose of an Azure region pair?,To enable multi‑factor authentication,To provide cross‑region replication and disaster recovery,To organize multiple subscriptions,To segment a virtual network,B,"Region pairs enable replication across paired regions, supporting disaster recovery and data residency.",Describe Azure architecture and services,"Describe Azure regions, region pairs, and sovereign regions",medium
Set11,1,An analytics company stores petabytes of rarely accessed telemetry. Which Azure Storage tier provides the lowest cost for long‑term retention?,Hot tier,Cool tier,Archive tier,Premium tier,C,"The archive tier offers the lowest storage costs for infrequently accessed data, suited for long‑term retention.",Describe Azure architecture and services,Describe storage tiers,medium
Set11,2,You plan to host a website using .NET in Azure with built‑in scaling and a managed runtime. Which option is best?,Azure Virtual Machines,Azure App Service,Azure Container Registry,Azure Kubernetes Service,B,App Service is a PaaS offering for hosting web apps with automatic scaling and managed infrastructure.,Describe Azure architecture and services,Describe application hosting options,easy
Set11,3,"Which Azure service helps you discover, classify, and govern sensitive data across your environment?",Azure Monitor,Microsoft Purview,Azure Site Recovery,Azure Information Protection,B,Microsoft Purview provides data cataloging and governance capabilities to manage sensitive data.,Describe Azure management and governance,Describe the purpose of Microsoft Purview,medium
Set11,4,"In Azure Storage, which redundancy option replicates your data across three primary region datacenters and also to a secondary region?",Locally redundant storage (LRS),Zone‑redundant storage (ZRS),Geo‑redundant storage (GRS),Read‑access geo‑redundant storage (RA‑GRS),C,GRS replicates data synchronously three times within the primary region and asynchronously to a secondary region.,Describe Azure architecture and services,Describe redundancy options,medium
Set11,5,Which Azure concept groups resources together for unified management and life‑cycle control?,Management group,Subscription,Resource group,Availability zone,C,"Resource groups organize resources for deployment, monitoring, and lifecycle management.",Describe Azure architecture and services,Describe Azure resources and resource groups,easy
Set11,6,What is the primary benefit of infrastructure as code (IaC)?,Resources are automatically compliant without auditing,Deployments become manual and error‑prone,Infrastructure definitions are repeatable and version controlled,It eliminates the need for DevOps practices,C,"IaC enables consistent, repeatable deployments and allows infrastructure definitions to be stored in version control.",Describe Azure management and governance,Describe infrastructure as code (IaC),medium
Set11,7,Azure Resource Manager (ARM) is responsible for:,Replicating data across regions,Coordinating deployment and management of resources in Azure,Providing user authentication for SaaS apps,Monitoring application performance,B,"ARM is the deployment and management service that organizes resources into resource groups, manages dependencies, and supports IaC.",Describe Azure management and governance,Describe Azure Resource Manager,medium
Set11,8,Which management entity sits above subscriptions to help you organize and apply policy across multiple Azure subscriptions?,Resource group,Management group,Availability set,Region pair,B,Management groups enable you to organize subscriptions and apply governance at scale.,Describe Azure management and governance,Describe management groups and hierarchy,medium
Set11,9,Which Azure feature allows you to set thresholds and be notified when your spending approaches or exceeds a specified amount?,Azure Advisor,Azure Budgets,Azure Policy,Azure Monitor,B,Budgets in Azure Cost Management alert you when spending reaches defined thresholds.,Describe Azure management and governance,Describe cost management capabilities,easy
Set11,10,Which of the following is a cloud‑based shell environment for managing Azure resources using CLI or PowerShell?,Azure Arc,Azure Cloud Shell,Azure Monitor,Azure Bastion,B,Azure Cloud Shell provides a browser‑based command‑line interface with Azure CLI and PowerShell preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set11,11,You need to deploy identical VMs across multiple datacenters for resiliency. Which option meets this requirement?,Availability set,Availability zone,Virtual machine scale set,Resource group,B,Availability zones are physically separate datacenters within a region providing redundancy in case of datacenter failure.,Describe Azure architecture and services,Describe availability zones,medium
Set11,12,Which service connects on‑premises networks to Azure over the public internet using a secure tunnel?,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,Azure Bastion,B,VPN Gateway provides site‑to‑site and point‑to‑site VPN connections over the internet.,Describe Azure architecture and services,Describe virtual networking,medium
Set11,13,Which Azure security feature provides recommendations and alerts to help you protect workloads from threats?,Azure Policy,Azure Defender for Cloud,Resource locks,Azure Monitor,B,Microsoft Defender for Cloud (formerly Azure Security Center) continuously assesses your resources and alerts you to threats.,Describe Azure architecture and services,Describe the purpose of Microsoft Defender for Cloud,medium
Set11,14,"For deep application performance insights such as request rates and response times, you should use:",Azure Log Analytics,Azure Advisor,Application Insights,Azure Policy,C,"Application Insights, part of Azure Monitor, helps developers monitor live applications and diagnose issues.",Describe Azure management and governance,Describe Azure Monitor and Application Insights,medium
Set11,15,Why should you apply tags to your Azure resources?,To control user permissions,To influence performance,To categorize and manage costs or resources,To increase storage quota,C,"Tags allow you to organize resources for cost management, reporting, and governance.",Describe Azure management and governance,Describe the purpose of tags,easy
Set11,16,Zero Trust is a security model that assumes:,Everything inside a network is trusted,Perimeter defenses are sufficient,No implicit trust and verification is required for every request,Security only matters for on‑premises networks,C,"Zero Trust treats every access request as untrusted until verified, regardless of network location.",Describe Azure architecture and services,Describe the concept of Zero Trust,medium
Set11,17,A startup wants to experiment with an idea but avoid significant upfront costs. Which cloud pricing approach should they choose?,Commit to reserved instances for three years,Choose a consumption‑based model with pay‑as‑you‑go,Invest in on‑premises hardware to save money long term,Purchase support from Microsoft Premier,B,"Pay‑as‑you‑go allows the startup to pay only for actual usage, avoiding large upfront commitments.",Describe cloud concepts,Describe consumption‑based pricing,easy
Set11,18,Which Azure service would you use to run CLI or PowerShell commands directly from your web browser without installing anything locally?,Azure Portal,Azure CLI on your workstation,Azure Cloud Shell,Azure Advisor,C,Azure Cloud Shell provides a browser‑accessible shell environment with tools preinstalled.,Describe Azure management and governance,Describe Azure Cloud Shell,easy
Set11,19,A global e‑commerce site needs to handle unpredictable spikes in traffic. Which cloud benefit allows Azure resources to automatically add or remove capacity?,Elasticity,Predictability,Security,Compliance,A,"Elasticity is the ability to automatically scale out or in based on demand, handling unpredictable workloads efficiently.",Describe cloud concepts,Describe the benefits of scalability and elasticity,easy
Set11,20,Your team wants to run event‑driven code without managing any servers and only pay when code runs. Which option is best?,Azure Virtual Machines,Azure Kubernetes Service,Azure Functions,Azure SQL Managed Instance,C,Azure Functions is a serverless service where you pay per execution and don’t manage underlying servers.,Describe cloud concepts,Describe serverless computing,easy
Set11,21,"To enforce that all resources in a subscription must have a specific tag, you should use:",Azure Policy,Azure Advisor,Azure Arc,Azure Monitor,A,Azure Policy can audit and enforce tagging rules across resources.,Describe Azure management and governance,Describe features and tools in Azure for governance and compliance,medium
Set11,22,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set11,23,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set11,24,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set11,25,Which service provides personalized alerts about Azure service issues and planned maintenance that might affect you?,Azure Monitor,Azure Service Health,Azure Advisor,Azure Backup,B,Service Health notifies you of service incidents and maintenance events affecting your resources.,Describe Azure management and governance,Describe Azure Service Health,easy
