set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set09,Set09-Q038,Azure management & governance,Monitoring & audit,easy,single,Track who did what in the subscription:,Activity Log,Log Analytics Metrics,Azure Backup,DDoS Protection,,,A,Activity Log records control-plane operations.,,monitoring;audit
Set09,Set09-Q039,Azure management & governance,Compliance,medium,single,Catalog and govern enterprise data estate:,Microsoft Purview,Azure Data Factory,Azure Monitor,VM Insights,,,A,"Purview provides data catalog, lineage, and governance.",,compliance;purview
Set09,Set09-Q040,Azure management & governance,Identity & access,hard,single,Force MFA when risk is medium or high:,Conditional Access policy,NSG inbound rule,Policy initiative,DDoS standard,,,A,Conditional Access enforces MFA under specified conditions.,,identity;mfa
Set10,Set10-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which term best describes releasing features faster due to managed services?,Agility,Elasticity,Fault tolerance,Governance,,,A,Agility is the ability to deliver changes faster thanks to cloud capabilities.,,benefits;agility
Set10,Set10-Q002,Cloud concepts,Shared responsibility,easy,multi,"In IaaS, which TWO are the customer's responsibilities? (choose two)",OS patching,Hypervisor patching,Physical security,Data classification,,,A;D,"In IaaS, customers manage the OS and data; provider manages the hypervisor and datacenter.",,security;responsibility
Set10,Set10-Q003,Cloud concepts,Cloud types,medium,single,A startup wants to avoid owning hardware and use public services only. Which model?,Public cloud,Private cloud,Hybrid cloud,Community cloud,,,A,Public cloud uses shared infrastructure with logical isolation.,,cloud;public
Set10,Set10-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool helps you analyze actual spend and trends after deployment?,Cost Analysis,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Cost Analysis visualizes and explores real spend in Cost Management.,,pricing;cost-analysis
Set10,Set10-Q005,Cloud concepts,Reliability & resiliency,easy,multi,Which TWO features help with zone-level resiliency? (choose two),Availability Zones,ZRS (zone-redundant storage),Resource groups,Budgets,,,A;B,AZs and ZRS replicate across physically separate datacenters in a region.,,resiliency;zones
Set10,Set10-Q006,Cloud concepts,Scalability,medium,single,Which statement about autoscale on PaaS services is TRUE?,It can add/remove instances based on metrics,It only works for VMs,It requires manual approval for each scale-out,It ignores CPU metrics,,,A,Autoscale rules respond to metrics like CPU/queue length to scale.,,scaling;autoscale
Set10,Set10-Q007,Cloud concepts,SLA,easy,single,"If a solution uses two services with 99.9% SLA each, the combined SLA is:",< 99.9%,= 99.9%,> 99.9%,= 100%,,,A,Combined SLAs multiply; overall SLA is slightly less than each component.,,sla;composite
Set10,Set10-Q008,Cloud concepts,Economies of scale,easy,single,Which cost characteristic is typical of cloud?,Lower unit cost at scale,Fixed upfront hardware cost,Perpetual licensing only,No variable cost elements,,,A,Massive scale lets providers reduce unit costs as consumption grows.,,benefits;economies
Set10,Set10-Q009,Cloud concepts,Cloud types,medium,single,Which is TRUE for private cloud?,Operated for a single organization,Always runs in Azure,Shared among unrelated tenants,Managed only by Microsoft,,,A,"Private cloud is dedicated to one org, on‑prem or hosted.",,cloud;private
Set10,Set10-Q010,Cloud concepts,Security & reliability,hard,single,Which concept is about designing for failures you can tolerate?,Fault tolerance,Vertical scaling,Price elasticity,Shadow IT,,,A,Fault tolerance keeps service operating when components fail.,,reliability;fault-tolerance
Set10,Set10-Q011,Cloud concepts,Pricing models,easy,single,Which pricing approach best describes Azure Functions consumption plan?,Per-execution consumption,Reserved capacity only,Always-on instance cost,License-based only,,,A,Functions consumption plan bills per execution and resources consumed.,,pricing;functions
Set10,Set10-Q012,Azure architecture & services,Compute options,medium,single,Choose the best service to run scheduled background jobs without managing servers:,Azure Functions (timer trigger),Azure VMs,Azure Kubernetes Service,Azure Batch,,,A,Functions support timer triggers for serverless scheduled jobs.,,compute;functions
Set10,Set10-Q013,Azure architecture & services,Compute options,easy,single,"Batch processing large, parallel, high-throughput workloads is best on:",Azure Batch,Azure App Service,Azure Container Instances,Azure Bastion,,,A,Azure Batch schedules and scales HPC/batch workloads.,,compute;batch
Set10,Set10-Q014,Azure architecture & services,Containers,easy,single,Which registry stores and manages container images?,Azure Container Registry,Azure Kubernetes Service,Azure Container Instances,Azure App Service,,,A,ACR stores images; AKS/ACI run them.,,containers;acr
Set10,Set10-Q015,Azure architecture & services,Web hosting,medium,single,Which feature of App Service slots is TRUE?,Swap enables zero-downtime deployments,It provides L3 firewalling,It’s only for Linux,Slots are required for scaling,,,A,Deployment slots enable blue‑green swaps for minimal downtime.,,app-service;slots
Set10,Set10-Q016,Azure architecture & services,Storage,easy,single,Which access tier is optimal for infrequently accessed Blob data?,Cool,Hot,Archive,Premium page blob,,,A,Cool reduces cost for infrequently accessed data with higher access cost.,,storage;tiers
Set10,Set10-Q017,Azure architecture & services,Storage,easy,single,Which is TRUE about Archive tier?,"Lowest storage cost, high retrieval latency",Best for transactional workloads,Immediately readable,Used for SMB shares,,,A,Archive is for long-term storage with hours‑level rehydration.,,storage;archive
Set10,Set10-Q018,Azure architecture & services,Storage security,medium,single,Encrypting data at rest in Storage is handled by:,Server-side encryption (SSE),Client-only encryption,Disabling HTTPS,Manual disk scrubbing,,,A,Azure Storage uses SSE by default; you can manage keys via Key Vault.,,storage;security;encryption
Set10,Set10-Q019,Azure architecture & services,Databases,easy,single,Managed instance with near full SQL Server compatibility:,Azure SQL Managed Instance,Azure SQL Database (single),Azure Cosmos DB,Azure Database for PostgreSQL,,,A,SQL MI offers high compatibility with SQL Server features.,,database;sqlmi
Set10,Set10-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB consistency level offers the strongest consistency?,Strong,Bounded staleness,Session,Eventual,,,A,Strong provides linearizability for reads after writes.,,database;cosmos;consistency
Set10,Set10-Q021,Azure architecture & services,Networking,medium,single,Expose a private endpoint to a PaaS service inside your VNet:,Private Endpoint (Private Link),Public IP,Azure Firewall,UDR,,,A,Private Link maps a service to a private IP in your VNet.,,network;private-link
Set10,Set10-Q022,Azure architecture & services,Networking,easy,single,Join two VNets in the same region with low latency:,VNet Peering,Site‑to‑Site VPN,ExpressRoute,Traffic Manager,,,A,"VNet peering provides private, low‑latency connectivity.",,network;vnet-peering
Set10,Set10-Q023,Azure architecture & services,Networking,easy,single,Which SKU of Load Balancer supports zone redundancy?,Standard Load Balancer,Basic Load Balancer,Application Gateway,Front Door,,,A,Standard LB supports zone redundancy and more features.,,load-balancer;standard
Set10,Set10-Q024,Azure architecture & services,Networking,medium,single,Global HTTP(S) load balancing with anycast edge POPs:,Azure Front Door,Traffic Manager,Application Gateway,Standard Load Balancer,,,A,Front Door accelerates and balances HTTP(S) globally at the edge.,,global;front-door
Set10,Set10-Q025,Azure architecture & services,Monitoring,easy,single,Which tool queries logs with KQL and builds dashboards?,Log Analytics + Workbooks,Activity Log only,Azure Advisor,Azure Bastion,,,A,Workbooks visualize data from Log Analytics queries.,,monitoring;workbooks
Set10,Set10-Q026,Azure architecture & services,Monitoring,easy,single,"Which alert type triggers on a metric threshold, e.g., CPU > 80%?",Metric alert,Activity log alert,Log search alert,Budget alert,,,A,Metric alerts trigger on numerical metrics.,,monitoring;alerts
Set10,Set10-Q027,Azure management & governance,Identity & access,medium,single,Which role type grants broad owner permissions?,Owner,Contributor,Reader,User Access Administrator,,,A,Owner includes full management rights including role assignment.,,rbac;roles
Set10,Set10-Q028,Azure management & governance,Identity & access,easy,single,Grant a team access to a resource group using least privilege:,Assign a built‑in role at the RG scope,Create a new tenant,Give subscription Owner,Use tags,,,A,Use RBAC with a built‑in role scoped to the RG.,,rbac;least-privilege
Set10,Set10-Q029,Azure management & governance,Governance & compliance,easy,single,Group related policy definitions together:,Policy Initiative (policy set),Management Group,Blueprint,Role assignment,,,A,Initiatives bundle multiple policies for joint assignment.,,policy;initiative
Set10,Set10-Q030,Azure management & governance,Governance & compliance,hard,single,Audit and enforce required tags on resources using:,Azure Policy,Azure Advisor,Cost Analysis,Activity Log,,,A,Policies can require tags and deny deployment if missing.,,policy;tags
Set10,Set10-Q031,Azure management & governance,Cost management,easy,single,Showback/chargeback by department is easiest when using:,Tags + Cost Management,Azure Firewall,NSGs,Activity Log,,,A,Consistent tags enable cost allocation and reporting.,,cost;tags
Set10,Set10-Q032,Azure management & governance,Cost management,easy,multi,Which TWO features help proactively reduce spend? (choose two),Budgets,Advisor cost recommendations,VNet peering,Resource locks,,,A;B,Budgets alert on thresholds; Advisor suggests savings opportunities.,,cost;advisor
Set10,Set10-Q033,Azure management & governance,Security,medium,single,Harden baseline configurations across services using:,Microsoft Defender for Cloud recommendations,DDoS Protection,Front Door,Tags,,,A,Defender for Cloud provides secure score and hardening guidance.,,security;defender
Set10,Set10-Q034,Azure management & governance,Security,easy,single,Where do you store secrets like DB connection strings securely?,Azure Key Vault,Storage account as plain text,App settings without encryption,Git repo,,,A,"Key Vault secures secrets, keys, and certs with access control.",,security;key-vault
Set10,Set10-Q035,Azure management & governance,Security,easy,single,Collect security signals from multiple sources and detect incidents using:,Microsoft Sentinel,Azure Policy,Cost Analysis,Azure Monitor Metrics,,,A,Sentinel is a cloud‑native SIEM/SOAR.,,security;sentinel
Set10,Set10-Q036,Azure management & governance,Resource protection,medium,single,Prevent accidental changes to a critical resource:,ReadOnly lock,NSG inbound deny,Tag ‘critical’,Policy exemption,,,A,ReadOnly lock prevents updates and deletes.,,locks
Set10,Set10-Q037,Azure management & governance,Resource organization,easy,single,Consistently provision subscriptions with guardrails:,Landing zones + IaC,Manual portal creation,Ad‑hoc scripts only,RBAC alone,,,A,Landing zones via IaC ensure repeatable governance.,,governance;landing-zones
Set10,Set10-Q038,Azure management & governance,Monitoring & audit,easy,single,Track who did what in the subscription:,Activity Log,Log Analytics Metrics,Azure Backup,DDoS Protection,,,A,Activity Log records control-plane operations.,,monitoring;audit
Set10,Set10-Q039,Azure management & governance,Compliance,medium,single,Catalog and govern enterprise data estate:,Microsoft Purview,Azure Data Factory,Azure Monitor,VM Insights,,,A,"Purview provides data catalog, lineage, and governance.",,compliance;purview
Set10,Set10-Q040,Azure management & governance,Identity & access,hard,single,Force MFA when risk is medium or high:,Conditional Access policy,NSG inbound rule,Policy initiative,DDoS standard,,,A,Conditional Access enforces MFA under specified conditions.,,identity;mfa
Set11,Set11-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which quality lets teams experiment rapidly with lower upfront risk?,Agility,Elasticity,High latency,On-premises only,,,A,Agility accelerates iterations and innovation using cloud services.,,benefits;agility
Set11,Set11-Q002,Cloud concepts,Shared responsibility,easy,multi,"In PaaS web apps, which TWO remain your responsibility? (choose two)",Application code,OS patching,Network hardware,Data protection,,,A;D,Provider manages OS/platform; you handle code and data security.,,security;responsibility
Set11,Set11-Q003,Cloud concepts,Cloud types,medium,single,A bank must keep sensitive workloads on-prem but wants Azure AI services. Which model?,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid permits a mix of on‑prem and public cloud services.,,cloud;hybrid
Set11,Set11-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool forecasts future spend using trends and budgets?,Cost Management (Forecast),Pricing Calculator,Service Health,Azure Policy,,,A,Cost Management includes forecast views to project spend.,,pricing;forecast
Set11,Set11-Q005,Cloud concepts,Reliability & resiliency,easy,single,Which option increases regional resiliency across pairs?,"Geo‑redundant services (e.g., GRS)",Availability Zones only,Tags,RBAC,,,A,Geo redundancy replicates data to a paired region for DR.,,resiliency;geo
Set11,Set11-Q006,Cloud concepts,Scalability,medium,single,Which is an example of horizontal scaling?,Add more instances behind a load balancer,Increase VM size from D2 to D8,Add tags,Create budgets,,,A,Horizontal scaling = scale out by adding instances.,,scaling;horizontal
Set11,Set11-Q007,Cloud concepts,SLA,easy,single,Which statement about preview services is TRUE?,They typically have no SLA,They have higher SLA,They’re only on‑prem,They always include WAF,,,A,Preview/preview features generally do not carry an SLA.,,sla;preview
Set11,Set11-Q008,Cloud concepts,Security baseline,easy,single,Which practice reduces blast radius in the cloud?,Segmentation and least privilege,Use one global admin for all,Open RDP to internet,Disable logs,,,A,Network segmentation + least privilege limit impact of compromise.,,security;baseline
Set11,Set11-Q009,Cloud concepts,Economics,medium,single,Which is a cost optimization practice for storage?,Lifecycle policies to move to cooler tiers,Keep all hot,Use premium for archives,Disable monitoring,,,A,Lifecycle rules move older data to cool/archive to save cost.,,cost;storage
Set11,Set11-Q010,Cloud concepts,Cloud adoption,hard,single,"Which framework helps plan strategy, ready, and govern phases?",Microsoft Cloud Adoption Framework,ITIL only,Waterfall PMBOK,PRINCE2,,,A,"CAF provides guidance for strategy, ready, migrate, innovate, govern, manage.",,caf
Set11,Set11-Q011,Cloud concepts,Identity,easy,single,Which phrase best describes conditional access?,If‑this‑then‑that policies for access decisions,Firewall NAT rules,DNS‑based routing,VM access only,,,A,"Conditional Access evaluates signals (user, device, risk) to allow/deny.",,identity;conditional-access
Set11,Set11-Q012,Azure architecture & services,Compute options,medium,single,Choose a service to run stateful enterprise apps with container orchestrator control:,Azure Kubernetes Service,Azure Functions,Azure Container Instances,App Service,,,A,AKS provides full Kubernetes control for stateful/stateless apps.,,containers;aks
Set11,Set11-Q013,Azure architecture & services,Compute options,easy,single,Lift‑and‑shift Windows Server with minimal changes:,Azure Virtual Machines,Azure Functions,Azure Web PubSub,Azure Front Door,,,A,VMs give VM‑level control for lift‑and‑shift.,,compute;iaas
Set11,Set11-Q014,Azure architecture & services,Serverless,easy,single,Which trigger type is NOT native to Functions?,GPU kernel trigger,HTTP trigger,Timer trigger,Queue trigger,,,A,Functions have many triggers but no GPU‑kernel trigger type.,,functions;triggers
Set11,Set11-Q015,Azure architecture & services,App Service,medium,single,Which authentication option offloads sign‑in to Entra ID?,Easy Auth (App Service Authentication),NSG rule,ExpressRoute,Runbook,,,A,App Service built‑in auth integrates with Entra ID and others.,,app-service;auth
Set11,Set11-Q016,Azure architecture & services,Storage,easy,single,Choose the best option for big data analytics with a hierarchical namespace:,Azure Data Lake Storage Gen2,Azure Files,Azure Disks,Queue Storage,,,A,ADLS Gen2 builds on Blob with HNS for analytics workloads.,,storage;adls
Set11,Set11-Q017,Azure architecture & services,Storage,easy,single,Which Blob feature optimizes cost for append‑only logs?,Append blobs,Page blobs,Block blobs,SMB shares,,,A,Append blobs are optimized for append‑heavy scenarios like logs.,,storage;append
Set11,Set11-Q018,Azure architecture & services,Storage security,medium,single,Which feature provides customer‑managed keys for SSE in Storage?,CMK via Key Vault,Only Microsoft‑managed keys,Disable encryption,Local certs only,,,A,You can manage encryption keys via Key Vault (CMK).,,storage;cmk
Set11,Set11-Q019,Azure architecture & services,Databases,easy,single,Best option for distributed relational reads with read replicas:,Azure Database for PostgreSQL (Flexible Server),Cosmos DB,Azure SQL MI,Azure Cache for Redis,,,A,Flexible Server supports read replicas for scaling reads.,,database;postgres
Set11,Set11-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB API offers document model with SQL‑like queries?,Core (SQL) API,MongoDB API,Cassandra API,Gremlin API,,,A,Core (SQL) API provides document model and SQL‑like queries.,,database;cosmos
Set11,Set11-Q021,Azure architecture & services,Networking,medium,single,Publish a private DNS zone for PaaS private endpoints:,Azure Private DNS,Public DNS only,Traffic Manager,Front Door,,,A,Private DNS zones resolve private endpoints within VNets.,,network;private-dns
Set11,Set11-Q022,Azure architecture & services,Networking,easy,single,Which ensures outbound SNAT for private instances to the internet?,NAT Gateway,NSG,Application Gateway,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set11,Set11-Q023,Azure architecture & services,Networking,easy,single,Distribute traffic across VMs at layer 4:,Azure Load Balancer,Application Gateway,Front Door,Traffic Manager,,,A,Azure Load Balancer operates at L4 (TCP/UDP).,,network;load-balancer
Set11,Set11-Q024,Azure architecture & services,Networking,medium,single,Which offers TLS termination and path‑based routing for web apps?,Application Gateway,Standard Load Balancer,Traffic Manager,NAT Gateway,,,A,App Gateway provides L7 features incl. TLS termination and routing.,,loadbalancing;appgw
Set11,Set11-Q025,Azure architecture & services,Monitoring,easy,single,"Correlate distributed traces, requests, and dependencies:",Application Insights,Azure Advisor,Activity Log,Azure Backup,,,A,App Insights is APM for apps and services.,,monitoring;app-insights
Set11,Set11-Q026,Azure architecture & services,Monitoring,easy,single,Which can visualize multiple metrics/logs with rich templates?,Azure Monitor Workbooks,Activity Log,Budget alerts,Bastion,,,A,Workbooks enable custom dashboards from metrics and logs.,,monitoring;workbooks
Set11,Set11-Q027,Azure management & governance,Identity & access,medium,single,Which built‑in role grants read‑only permissions?,Reader,Owner,Contributor,User Access Administrator,,,A,Reader is least‑privilege read‑only access.,,rbac;reader
Set11,Set11-Q028,Azure management & governance,Identity & access,easy,single,Delegate RBAC to manage role assignments without full ownership:,User Access Administrator,Reader,Contributor,Tag Admin,,,A,User Access Administrator can manage role assignments.,,rbac;uaa
Set11,Set11-Q029,Azure management & governance,Governance & compliance,easy,single,Track compliance to a regulatory standard using:,Defender for Cloud regulatory compliance dashboard,Tags,Cost Analysis,ExpressRoute,,,A,Defender for Cloud maps controls to standards and shows compliance.,,security;compliance
Set11,Set11-Q030,Azure management & governance,Governance & compliance,hard,single,Scope a policy so it applies to many subscriptions at once:,Assign at a Management Group,Assign at a resource only,Only at resource group,Not possible,,,A,MG scope lets policies apply across subscriptions.,,policy;scope
Set11,Set11-Q031,Azure management & governance,Cost management,easy,single,Get emailed when spend forecast exceeds budget:,Budget alert,Azure Monitor metric alert,Activity log alert,Service Health alert,,,A,Budgets can email/trigger actions at thresholds/forecasts.,,cost;budget-alerts
Set11,Set11-Q032,Azure management & governance,Cost management,easy,single,Which gives rightsizing and idle resource recommendations?,Azure Advisor,Log Analytics,Service Health,Bastion,,,A,"Advisor suggests cost optimizations like rightsizing, shutting down idle VMs.",,cost;advisor
Set11,Set11-Q033,Azure management & governance,Security,medium,single,Centralize secret rotation policies and RBAC on secrets:,Key Vault,Storage account SAS only,GitHub Secrets only,Local files,,,A,Key Vault manages secrets/keys/certs with policies and RBAC.,,security;kv
Set11,Set11-Q034,Azure management & governance,Security,easy,single,Score and recommendations that drive secure posture improvements:,Secure score (Defender for Cloud),SLA percentage,Front Door WAF score,Azure Credits,,,A,Secure score summarizes security posture with recommended actions.,,security;secure-score
Set11,Set11-Q035,Azure management & governance,Resource protection,easy,single,Prevent accidental deletion and updates across a whole RG:,Resource lock at RG,NSG rule,Tag,Policy exemption,,,A,Lock at RG scope applies to all resources within.,,locks;rg
Set11,Set11-Q036,Azure management & governance,Resource organization,medium,single,Apply common RBAC/policies to child subscriptions:,Management Groups,Resource groups,Tags,Private DNS,,,A,Management Groups enable inheritance to subscriptions.,,governance;mg
Set11,Set11-Q037,Azure management & governance,Monitoring & audit,easy,single,Which log captures control‑plane operations?,Activity Log,App Insights traces,Metric logs,Firewall logs,,,A,Activity Log tracks create/update/delete operations in Azure.,,monitoring;activity-log
Set11,Set11-Q038,Azure management & governance,Compliance,easy,single,Automate data discovery and lineage across data sources:,Microsoft Purview,Azure Monitor,Azure Data Box,DDoS Standard,,,A,Purview catalogs data and lineage for governance.,,compliance;purview
Set11,Set11-Q039,Azure management & governance,Identity & access,medium,single,Require device compliance for access:,Conditional Access with device filters,NSG rule,UDR,ExpressRoute filter,,,A,Conditional Access can require compliant devices for access.,,identity;device-compliance
Set11,Set11-Q040,Azure management & governance,Governance,hard,single,Package multiple policy assignments and RBAC into a repeatable subscription setup:,Landing zone implementation,Manual portal steps,Single tag,Activity Log,,,A,Landing zones codify guardrails and structure for new subs.,,governance;landing-zones
Set12,Set12-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which quality lets teams experiment rapidly with lower upfront risk?,Agility,Elasticity,High latency,On-premises only,,,A,Agility accelerates iterations and innovation using cloud services.,,benefits;agility
Set12,Set12-Q002,Cloud concepts,Shared responsibility,easy,multi,"In PaaS web apps, which TWO remain your responsibility? (choose two)",Application code,OS patching,Network hardware,Data protection,,,A;D,Provider manages OS/platform; you handle code and data security.,,security;responsibility
Set12,Set12-Q003,Cloud concepts,Cloud types,medium,single,A bank must keep sensitive workloads on-prem but wants Azure AI services. Which model?,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid permits a mix of on‑prem and public cloud services.,,cloud;hybrid
Set12,Set12-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool forecasts future spend using trends and budgets?,Cost Management (Forecast),Pricing Calculator,Service Health,Azure Policy,,,A,Cost Management includes forecast views to project spend.,,pricing;forecast
Set12,Set12-Q005,Cloud concepts,Reliability & resiliency,easy,single,Which option increases regional resiliency across pairs?,"Geo‑redundant services (e.g., GRS)",Availability Zones only,Tags,RBAC,,,A,Geo redundancy replicates data to a paired region for DR.,,resiliency;geo
Set12,Set12-Q006,Cloud concepts,Scalability,medium,single,Which is an example of horizontal scaling?,Add more instances behind a load balancer,Increase VM size from D2 to D8,Add tags,Create budgets,,,A,Horizontal scaling = scale out by adding instances.,,scaling;horizontal
Set12,Set12-Q007,Cloud concepts,SLA,easy,single,Which statement about preview services is TRUE?,They typically have no SLA,They have higher SLA,They’re only on‑prem,They always include WAF,,,A,Preview/preview features generally do not carry an SLA.,,sla;preview
Set12,Set12-Q008,Cloud concepts,Security baseline,easy,single,Which practice reduces blast radius in the cloud?,Segmentation and least privilege,Use one global admin for all,Open RDP to internet,Disable logs,,,A,Network segmentation + least privilege limit impact of compromise.,,security;baseline
Set12,Set12-Q009,Cloud concepts,Economics,medium,single,Which is a cost optimization practice for storage?,Lifecycle policies to move to cooler tiers,Keep all hot,Use premium for archives,Disable monitoring,,,A,Lifecycle rules move older data to cool/archive to save cost.,,cost;storage
Set12,Set12-Q010,Cloud concepts,Cloud adoption,hard,single,"Which framework helps plan strategy, ready, and govern phases?",Microsoft Cloud Adoption Framework,ITIL only,Waterfall PMBOK,PRINCE2,,,A,"CAF provides guidance for strategy, ready, migrate, innovate, govern, manage.",,caf
Set12,Set12-Q011,Cloud concepts,Identity,easy,single,Which phrase best describes conditional access?,If‑this‑then‑that policies for access decisions,Firewall NAT rules,DNS‑based routing,VM access only,,,A,"Conditional Access evaluates signals (user, device, risk) to allow/deny.",,identity;conditional-access
Set12,Set12-Q012,Azure architecture & services,Compute options,medium,single,Choose a service to run stateful enterprise apps with container orchestrator control:,Azure Kubernetes Service,Azure Functions,Azure Container Instances,App Service,,,A,AKS provides full Kubernetes control for stateful/stateless apps.,,containers;aks
Set12,Set12-Q013,Azure architecture & services,Compute options,easy,single,Lift‑and‑shift Windows Server with minimal changes:,Azure Virtual Machines,Azure Functions,Azure Web PubSub,Azure Front Door,,,A,VMs give VM‑level control for lift‑and‑shift.,,compute;iaas
Set12,Set12-Q014,Azure architecture & services,Serverless,easy,single,Which trigger type is NOT native to Functions?,GPU kernel trigger,HTTP trigger,Timer trigger,Queue trigger,,,A,Functions have many triggers but no GPU‑kernel trigger type.,,functions;triggers
Set12,Set12-Q015,Azure architecture & services,App Service,medium,single,Which authentication option offloads sign‑in to Entra ID?,Easy Auth (App Service Authentication),NSG rule,ExpressRoute,Runbook,,,A,App Service built‑in auth integrates with Entra ID and others.,,app-service;auth
Set12,Set12-Q016,Azure architecture & services,Storage,easy,single,Choose the best option for big data analytics with a hierarchical namespace:,Azure Data Lake Storage Gen2,Azure Files,Azure Disks,Queue Storage,,,A,ADLS Gen2 builds on Blob with HNS for analytics workloads.,,storage;adls
Set12,Set12-Q017,Azure architecture & services,Storage,easy,single,Which Blob feature optimizes cost for append‑only logs?,Append blobs,Page blobs,Block blobs,SMB shares,,,A,Append blobs are optimized for append‑heavy scenarios like logs.,,storage;append
Set12,Set12-Q018,Azure architecture & services,Storage security,medium,single,Which feature provides customer‑managed keys for SSE in Storage?,CMK via Key Vault,Only Microsoft‑managed keys,Disable encryption,Local certs only,,,A,You can manage encryption keys via Key Vault (CMK).,,storage;cmk
Set12,Set12-Q019,Azure architecture & services,Databases,easy,single,Best option for distributed relational reads with read replicas:,Azure Database for PostgreSQL (Flexible Server),Cosmos DB,Azure SQL MI,Azure Cache for Redis,,,A,Flexible Server supports read replicas for scaling reads.,,database;postgres
Set12,Set12-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB API offers document model with SQL‑like queries?,Core (SQL) API,MongoDB API,Cassandra API,Gremlin API,,,A,Core (SQL) API provides document model and SQL‑like queries.,,database;cosmos
Set12,Set12-Q021,Azure architecture & services,Networking,medium,single,Publish a private DNS zone for PaaS private endpoints:,Azure Private DNS,Public DNS only,Traffic Manager,Front Door,,,A,Private DNS zones resolve private endpoints within VNets.,,network;private-dns
Set12,Set12-Q022,Azure architecture & services,Networking,easy,single,Which ensures outbound SNAT for private instances to the internet?,NAT Gateway,NSG,Application Gateway,Bastion,,,A,NAT Gateway provides scalable outbound connectivity.,,network;nat-gateway
Set12,Set12-Q023,Azure architecture & services,Networking,easy,single,Distribute traffic across VMs at layer 4:,Azure Load Balancer,Application Gateway,Front Door,Traffic Manager,,,A,Azure Load Balancer operates at L4 (TCP/UDP).,,network;load-balancer
Set12,Set12-Q024,Azure architecture & services,Networking,medium,single,Which offers TLS termination and path‑based routing for web apps?,Application Gateway,Standard Load Balancer,Traffic Manager,NAT Gateway,,,A,App Gateway provides L7 features incl. TLS termination and routing.,,loadbalancing;appgw
Set12,Set12-Q025,Azure architecture & services,Monitoring,easy,single,"Correlate distributed traces, requests, and dependencies:",Application Insights,Azure Advisor,Activity Log,Azure Backup,,,A,App Insights is APM for apps and services.,,monitoring;app-insights
Set12,Set12-Q026,Azure architecture & services,Monitoring,easy,single,Which can visualize multiple metrics/logs with rich templates?,Azure Monitor Workbooks,Activity Log,Budget alerts,Bastion,,,A,Workbooks enable custom dashboards from metrics and logs.,,monitoring;workbooks
Set12,Set12-Q027,Azure management & governance,Identity & access,medium,single,Which built‑in role grants read‑only permissions?,Reader,Owner,Contributor,User Access Administrator,,,A,Reader is least‑privilege read‑only access.,,rbac;reader
Set12,Set12-Q028,Azure management & governance,Identity & access,easy,single,Delegate RBAC to manage role assignments without full ownership:,User Access Administrator,Reader,Contributor,Tag Admin,,,A,User Access Administrator can manage role assignments.,,rbac;uaa
Set12,Set12-Q029,Azure management & governance,Governance & compliance,easy,single,Track compliance to a regulatory standard using:,Defender for Cloud regulatory compliance dashboard,Tags,Cost Analysis,ExpressRoute,,,A,Defender for Cloud maps controls to standards and shows compliance.,,security;compliance
Set12,Set12-Q030,Azure management & governance,Governance & compliance,hard,single,Scope a policy so it applies to many subscriptions at once:,Assign at a Management Group,Assign at a resource only,Only at resource group,Not possible,,,A,MG scope lets policies apply across subscriptions.,,policy;scope
Set12,Set12-Q031,Azure management & governance,Cost management,easy,single,Get emailed when spend forecast exceeds budget:,Budget alert,Azure Monitor metric alert,Activity log alert,Service Health alert,,,A,Budgets can email/trigger actions at thresholds/forecasts.,,cost;budget-alerts
Set12,Set12-Q032,Azure management & governance,Cost management,easy,single,Which gives rightsizing and idle resource recommendations?,Azure Advisor,Log Analytics,Service Health,Bastion,,,A,"Advisor suggests cost optimizations like rightsizing, shutting down idle VMs.",,cost;advisor
Set12,Set12-Q033,Azure management & governance,Security,medium,single,Centralize secret rotation policies and RBAC on secrets:,Key Vault,Storage account SAS only,GitHub Secrets only,Local files,,,A,Key Vault manages secrets/keys/certs with policies and RBAC.,,security;kv
Set12,Set12-Q034,Azure management & governance,Security,easy,single,Score and recommendations that drive secure posture improvements:,Secure score (Defender for Cloud),SLA percentage,Front Door WAF score,Azure Credits,,,A,Secure score summarizes security posture with recommended actions.,,security;secure-score
Set12,Set12-Q035,Azure management & governance,Resource protection,easy,single,Prevent accidental deletion and updates across a whole RG:,Resource lock at RG,NSG rule,Tag,Policy exemption,,,A,Lock at RG scope applies to all resources within.,,locks;rg
